Company,Call Title,Publication Date,Quarter End Date,Pair Index,Turn Index,Speaker Name,Speaker Title,Speaker Role,Text,Source URL
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,8,Jensen Huang,President and Chief Executive Officer,company,"-- Let me answer the questions about the North American and the China hyperscalers. The Chinese hyperscalers and the Chinese Internet companies really, really slowed down infrastructure investment this year, particularly starting in -- they've been rather slow in building out and really accelerate -- well, really slowed down in Q2. This slowdown can't last forever. And the number of new technologies in software, the number of people who are using clouds and the number of cloud services is continuing to grow. And so I fully expect investment to return. They're a very important market for us, a very large market for us. And the fact that North American hyperscalers doubled year over year, our revenues at North American hyperscalers, and that was offset by declines in China, says something about the slowdown in China. And so I don't think that's going to last forever. I think it's going to return. With respect to Hopper, we're in full production now. And we're racing to get Hopper to all of the CSPs who are dying to get them. And it goes with our HGXs, which is multiple Hoppers on a system tray. It's really a supercomputer in a motherboard, if you will. And it goes along with it networking gear and switch gear. And so there's the enormous amounts of resources applied from all of the CSPs around the world and ourselves to get Hopper to them. We expect to ship substantial Hoppers in Q4. Operator Your next question will come from the line of Toshiya Hari with Goldman Sachs. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,9,Toshi Hari,Goldman Sachs -- Analyst,analyst,"-- Hi. Good afternoon. Thanks so much for taking the question. I had a question regarding the $1.22 billion inventory charge, maybe for Colette, on this one specifically. In the CFO commentary, I think you state that the inventory charge is related to weaker demand in both Data Center and Gaming. I think the Gaming side is pretty clear based on your comments so far. Curious what's changed on the Data Center side? Is it mostly the Chinese hyperscalers that Jensen just spoke to? Or is there something else going on in terms of how you're thinking about demand in Data Center over the next couple of quarters? And related to this, curious if the delay in Sapphire Rapids at Intel is having an impact on your business in the near to medium term. Thank you.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,10,Colette Kress,Executive Vice President and Chief Financial Officer,company,"-- Thanks for the question. So our inventory charges, as we commented, we're taking a thorough look of not only this last quarter, as well as the quarter that we're guiding, but looking over the long term of what we need for demand and then what we had in terms of supply. Remember, we had purchased this very early on in the year as we needed to, to drive the commitment of the supply that we already have. And so what is happening here for the Data Center, we had great, high expectations. We still have very strong, solid growth projection for Data Center as well. But we're going to take this opportunity for some of the prior architecture pieces, to write down those, given what we see as just a change in terms of our expectations going forward. So you are correct. There are also pieces in there for Gaming. We have written down some silicon and chips as the macroeconomic conditions and we get ready for our future product launches, taken into account, but there's also components, services and capacity and some of the other drivers that are incorporated in those write-downs.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,11,Jensen Huang,President and Chief Executive Officer,company,"-- OK. Our Hopper supports previous-generation CPUs. But I guess, next-generation GPUs -- CPUs, Sapphire Rapids and Genoa after that, as well as Graviton. And so we certify and test across all of the CPUs because the cloud service providers demand it. And they intend to deploy NVIDIA accelerators, NVIDIA Hoppers, across a large number of CPUs. There is no question that the delay is disruptive and a lot of engineers have to scramble. It would have been a lot easier if next-generation CPUs were to have executed more perfectly. However, Hopper goes into an environment with CSPs where they connect our PCI Express connectors to old-generation, current-generation CPUs as well. And so nobody likes the delay. The next-generation CPUs will trigger a refresh of infrastructure and new servers. And so I'm super excited about them. However, we're going to be able to go to market plenty fine with Hopper supporting existing infrastructure. Operator Your next question will come from the line of Aaron Rakers with Wells Fargo. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,12,Aaron Rakers,Wells Fargo Securities -- Analyst,analyst,"-- Yeah. Thanks for taking the question, and a lot of it's kind of been talked a little bit about, but I just -- Colette, I want to think about the numbers a little bit more. I guess based on the guidance commentary, where I've come up thinking about would be as like a 30-plus percent sequential decline in Gaming and Professional Visualization and maybe kind of low- to mid-single-digit growth in Data Center and Auto. So I guess, is that the right context? And with that, and with Hopper coming down the pipeline, we're going to have a lot of questions around kind of the deceleration of year-over-year growth in Data Center, I believe. Do you think that Hopper, as that comes fully available, it sounds like in fiscal 4Q, that you actually see Data Center growth reaccelerate as that product cycle materializes?",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,13,Colette Kress,Executive Vice President and Chief Financial Officer,company,"-- Yeah. Thanks for the question. And that's a pretty good understanding of our guidance. And we do expect, yes, Gaming to decrease, not in the dollar amount that it decreased between Q1 and Q2. So that may be, of our two areas of the decline, our Gaming and ProViz, that may be about three-quarters of it associated with that Gaming, and then Professional Visualization would probably be about one quarter of the two areas that will decline. Our Data Center, yes, we do expect it to grow. It may grow about what we just saw between Q1 and Q2. We'll continue to look at it. There may be some more opportunity there. And Automotive, very similar to our thoughts at the very beginning of the quarter. We are expecting continued growth through each of the quarters of this fiscal year. We felt that Q2 was an inflection point, so we'll continue to grow into Q3 and hopefully Q4 going forward. I'll turn it over to Jensen to see his thoughts in terms of Hopper, what Hopper brings to us in Q4, and the expectations.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,14,Jensen Huang,President and Chief Executive Officer,company,"-- The first thing I would say, Aaron, is that we are selling in or we're selling far below the market demand, far -- excuse me, far below the market sell-through. And the reason for that is to allow the inventory, the channel inventory and the OEM inventories to correct. And this allows us to prepare for our next generation. And our next generation has Hopper for compute, but we also have the next generation for computer graphics that will be coming to market. Hopper is a giant new generation because it is designed to perform this new type of AI model called Transformers. It has an engine inside it called Transformer engine, with numerical formats and pipelines that allows us to do a spectacular job on Transformer-type of models, which includes large language models, but it also includes computer vision models that are now able to be processed with this new type of AI model called Transformers. And so I fully expect Hopper to be the next springboard for future growth. And the importance of this new model, Transformers, can't possibly be understated and can't be overstated. This is the impact of this model across robotics, computer vision, languages, biology, chemistry, drug design, is just really quite spectacular. And I'm sure that you've been hearing about this new breakthrough in AI, and Hopper was designed for this. Operator Your next question will come from the line of Atif Malik with Citi. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,15,Atif Malik,Citi -- Analyst,analyst,"-- Hi. Thank you for taking my question. Colette, can you talk about networking versus compute? Were they both supply constrained in the July quarter? And are they both sequentially growing in the October quarter?",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,16,Colette Kress,Executive Vice President and Chief Financial Officer,company,"-- So within our Q2 results, we have been continuing to improve our supply for networking. We have a lot of important products that the CSP needs, many of our customers need, and we have been working to really improve that supply. And we were able to set very strong growth in terms of networking, both sequentially and year over year. And as we move into the next quarter, we're going to have to see which is going to be growth larger. We're just going to have to take a look once we finish that quarter. But our supply for compute is here. But as we have discussed, sometimes, it's important that they have many of our other components that we provide in networking at the same time that we are providing the GPUs. So sometimes, those are very important for us to deliver together. So we always have to keep that in mind. So it's not always supply constrained, but there are certain parts of it that are. Operator Your next question will come from the line of Joseph Moore with Morgan Stanley. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,17,Joe Moore,Morgan Stanley -- Analyst,analyst,"-- Great. Thank you. I wanted to ask, why did the supply constraints hit you guys so hard this quarter. I mean you've done such a great job in the last couple of years, outgrowing really everybody in a very challenging supply chain environment. It hasn't tripped you up at all. And it seems like now it's kind of hitting you fairly hard at a time when, in other cases, it's kind of easing. So I'm just kind of curious, what is it about the timing and how long does it sort of take for -- is that a Hopper issue? Is it related to other components? As you talked about, how long does it take to clear those issues up? Thank you.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,18,Colette Kress,Executive Vice President and Chief Financial Officer,company,"-- Let me start and see if Jensen wants to add on to it. Our execution has absolutely been phenomenal, when we think about the challenges of we're almost putting together a full data center for our customers and getting it shipped out. So we're no different. In the same way that the CSPs are challenging, we're setting up their data centers as we're such an integral part of that. And so networking has been short of supply. These are the same supply issues that some of our CSPs are having. So our supply arrived a little bit late in the quarter for some of our key products that we needed to get out. And putting that together caused some disruption in our logistics and distribution. We were pleased in terms of reaching the levels of networking that we did, but we did have some challenges this quarter. Operator Your next question will come from the line of Stacy Rasgon with Bernstein. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,19,Stacy Rasgon,AllianceBernstein -- Analyst,analyst,"-- Hi, guys. Thanks for taking my question. I wanted to go back to that Data Center inventory charge. You listed Data Center first when you talked -- primarily related to Data Center and Gaming. Can you give us a feeling for how much of that charge was Data Center versus Gaming? And then the follow-up on that, it did sound like, to me, that it was mostly Ampere and not Hopper change in expectations. Can you verify that or clarify it? And just talk about what's happened with your expectations for Hopper? Have they gone up or down? Or has there been any change at all relevant to that inventory charge?",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,20,Colette Kress,Executive Vice President and Chief Financial Officer,company,"-- Yeah, Stacy. Regarding our inventory charges that we had, when you think about what we have in supply, whether it be chips, components, whether it be memory, remember, a lot of these things can be used interchangeably across the two. Additionally, the value of our inventory for Data Center is much different than the value of what we have for Gaming from an overall cost perspective. So we're creating capacity opportunities, putting together all of those systems in terms of Data Center. It is prior architectures. Absolutely, this is not a question regarding anything of our future products coming to market. Nothing on the inventory provision has to do with that. So we took this as looking at the macroeconomic conditions, as we've discussed. Our expectations, our plans, were higher. They're still quite solid, that we see in demand both for Gaming, as well as solid for Data Center. And that will continue. But we did have to just take a rightsizing of that inventory.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,21,Jensen Huang,President and Chief Executive Officer,company,"-- Hopper was designed for Transformers. The new Transformers was going to be important. Nobody could have predicted the profound importance of large language models. Large language models, excitement, innovation, ideas, companies, start-ups, industries, all exceeding everyone's expectations. I don't think anybody could have predicted the impact of Transformers as it scaled up to these giant sizes. There's a fair amount of literature now written about language models that were smallish in the old days, in the beginning, several years ago, three years ago. And the ones that are in the hundreds of billions and moving toward probably several trillion parameters, the effectiveness of the AI is really quite spectacular. And to have AI that was never trained on a particular skill and yet within one shot or one shot of trying or even no shots, are able to perform that skill, is beyond anybody's expectations, I would think. And so I think the -- if the success of Hopper is -- reflects the amount of work and pent-up demand for large training systems that Hopper is going to go into, that's an indicator, I think, Hopper is going to be a spectacular success. Operator Your next question will come from the line of Srini Pajjuri with SMBC Nikko. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,22,Srini Pajjuri,SMBC Nikko Securities -- Analyst,analyst,"-- Thank you. I have a question on gross margins, Colette. The 65% non-GAAP number you're guiding to, does that include or assume any additional write-offs on the inventory front? And then just to expand on that, your mix is probably a tailwind to gross margins given that Gaming is down significantly and that Data Center is up a little bit. And I'm just wondering, are there any other offsets because I would have thought gross margins could actually be better than your longer-term model because of the mix tailwinds. Thank you.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,23,Colette Kress,Executive Vice President and Chief Financial Officer,company,"-- Yeah. Thanks for the question. So our gross margins outside of the inventory charges in Q2, as well as going into Q3 is really about our sales mix that we have and probably also to understand that our sales mix in the next quarter for GPUs is not in the high end. And so that has impacted our gross margin as we move into Q3. You are correct. We do expect that Data Center will assist in our gross margins, but we also have growth plans in Auto. Auto is below our company average, and so that will tend to offset some of those upper-bound things that we will see in terms of Data Center. From time to time, there's always a small amount of scraps that we will have in our gross margin estimates. So nothing material is planned, but there is small scraps that may occur from quarter to quarter that are included in our gross margins. Operator Your next question will come from the line of Timothy Arcuri with UBS. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,24,Tim Arcuri,UBS -- Analyst,analyst,"-- Thanks a lot. Colette, I had a clarification and then a question. So my clarification is whether October gross margins are benefiting at all from the sale of previously written down inventory. And then my question is whether you can give us the enterprise cloud split in Data Center because it sounds like the mix shifted more toward enterprise in July. And I think investors might want to see that as risky in the face of enterprise clearly slowing. So I'm wondering if you can give us that. Thanks.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,25,Colette Kress,Executive Vice President and Chief Financial Officer,company,"-- OK. No. No, there is nothing in our Q3 regarding those inventory provisions that we took in terms of earning that back, in terms of our Q3. Regarding our split between our hyperscalers and data centers and what we refer to as our vertical industries, they always tend to be about the same, 50% for one, 50% for the others. They're still in about that range. We had discussed that our China hyperscalers did not drive growth in terms of sequentially here. And so that did influence in terms of the hyperscalers, but still we are approximately in that 50%, 50%. Operator Your next question will come from the line of Harlan Sur with J.P. Morgan. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,26,Harlan Sur,JPMorgan Chase and Company -- Analyst,analyst,"-- Good afternoon. Thanks for taking my question. On the weakness in ProViz, this is an enterprise-focused business, right? Granted, it's a somewhat narrow vertical market, but it does sort of play into the market concerns that consumer is weak now, enterprise is the next shoe to drop. So is the decline in ProViz attributed to enterprise spending weakness? Or is there some other dynamic? And why or why not is this not a leading indicator for your enterprise and vertical industry segments within your Data Center business?",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,27,Colette Kress,Executive Vice President and Chief Financial Officer,company,"-- So our Pro Visualization business, just in such a short time, they were in short supply and really trying to feed so much of the industry's desire to both refresh and attracted to the new RTX workstations that were there. We were fueling both mobile, as well as desktop for that market and growing quite nicely. Remember, all of last year doubled the size of ProViz in one year. So right now, the OEMs are concentrating on their levels of inventory. We want to make sure that they can get through that inventory. But it -- keep in mind, very similar to our discussion on Gaming, there is still solid demand. There is still solid demand. We just have to correct some of the inventory, but we still see both the opportunities that we've created for the market for these to be long-standing. OK? And your second question, remind me again.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,28,Jensen Huang,President and Chief Executive Officer,company,"-- Whether the broader enterprise market is going to be -- the verticals are going to be affected by that. I would say, first of all, we don't know. Second of all, unlike our Workstation business, our ProViz business, there's no installed base. Most of the ProViz sales tend to be upgrades or replacements from something that has our installed base of three or four or five years, that people -- whatever upgrade cycle they happen to have. And so in the case of ProViz, the companies that are buying ProViz, our ProViz systems, likely already have systems that they've been using. And so if they were to tighten up ProViz, for whatever reason, the people could continue to use what they have. In the case of our AI business, there's no real installed base. These are all brand-new things that people are growing into. And the productivity benefits or the cost savings benefits of using autonomous systems is fairly profound. And it's not so much that the demand isn't out there. Everybody would like to be more productive. Everybody would like to save more money. Everybody would like to move faster. It's just that AI's understanding and AI's use is still spreading. And so we're delighted by the rate of growth and the rate of adoption of enterprise. My sense is that our AI business and our Viz business have very different characteristics for that reason. But what Colette said earlier is, about our ProViz businesses last quarter, is absolutely true, which is OEMs realizing that the end market is slowing and taking the opportunity to correct their inventory. Operator Your final question will come from the line of Ross Seymore with Deutsche Bank. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,29,Ross Seymore,Deutsche Bank -- Analyst,analyst,"-- Hey, guys. Thanks for letting me ask a question. I just had a longer-term question about once your Gaming business normalizes, with the absence of crypto in a general sense and with the merge coming, etc., how do you view the pricing environment? I know you guys really weren't raising prices like we saw in the MSRP premiums in the aftermarket. But generally, your mix was quite rich over the last year or two. You're going to have Lovelace coming in that will obviously help the mix sequentially versus the last couple of quarters. But how do you think about it normalizing? If that $2.5 billion per quarter sell-through rate comes, is the ASP mix across your stack about the same, or does it go down because of the absence of that crypto-tightening dynamic?",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,30,Jensen Huang,President and Chief Executive Officer,company,"-- I would say that without crypto dynamic, the mix would go down. However, the overall trend long-term, the ASP is drifting up. And the way to think about that is a game console, when -- my first game console was $99. Lately, game consoles are selling for about $599. And the reason for that is because it's more useful than ever. You use your game console for your greatest form of entertainment, and you use it for a very, very long time. And GeForce essentially is a game console inside your PC. And we've always believed that the ASP of GeForce should drift toward the average selling price of a game console. And so it should be something along the lines of $500 or so roughly at this time. We also have GeForce in the cloud. And because GeForce in the cloud is hosting many gamers simultaneously, it tends to want to be a much more powerful GeForce. And so our cloud-gaming GeForce tends to be -- our cloud-gaming graphics tends to be a much higher-end. And so -- and then, of course, there's the design aspect of it. Most designers and most creators are able to use GeForce these days. And they use their PC to create content. And much of that content goes into video games and/or they're using video games to create their artistic content. And so the GeForce is not just for gaming for them, the GeForce is essentially their creative workstation as well. And so there are several dynamics that are causing the ASP of GeForce to go up, and we've been seeing this trend for several years now. Operator Thank you. I will now turn the call back over to Jensen for closing remarks.",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q2 2023 Earnings Call Transcript,"Aug 24, 2022","June 30, 2022.",1,31,Jensen Huang,President and Chief Executive Officer,company,"-- Thanks, everyone. We're navigating our supply chain transitions in a challenging macro environment. In Gaming, our partners and ecosystem are responding to a sudden slowdown in consumer demand and correcting channel inventory. Still, the fundamentals of gaming are strong. We'll get through this over the next few months and go into next year with our new architecture. I look forward to telling you more about it at GTC next month. In Data Center, AI, where computers are helping us write software that was impossible before, is driving a computing revolution and transforming every industry. NVIDIA's leadership in full-stack data center scale accelerated computing has made us the ideal partner for companies racing to leverage the power of AI. Even with the current macroeconomic headwinds, demand for our Data Center products have never been stronger. The next wave of computing is coming. With AI and 3D graphics advances, developers will extend the Internet with virtual world overlays that connect to the physical world. This next evolution of the Internet is called metaverse. We created Omniverse to connect the digital and physical world and be an open platform for creating and operating metaverse applications. The immediate applications for Omniverse span product design, manufacturing and operations. Omniverse is off to a great start. Our Automotive revenue is inflecting, and we expect it to be our next billion-dollar business. Autonomous driving is one of the biggest challenges AI can solve, and computing opportunity for us spans the data center to the car. Autonomous driving will transform the auto industry into a tech industry. Automotive is one of the first to transform into a software-defined tech industry. But all industries will be. We're building NVIDIA AI and NVIDIA Omniverse to be the engines for the world's enterprise to become software-defined, AI-powered technology companies. I look forward to next month's GTC conference, where we will share new advances of RTX reinventing 3D graphics in gaming, AI's continuing breakthroughs and building the metaverse, the next evolution of the Internet. So join us. We look forward to updating you on our progress next quarter. Thank you. Operator [Operator signoff] Duration: 0 minutes",https://www.fool.com/earnings/call-transcripts/2022/08/24/nvidia-nvda-q2-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2023 Earnings Call Transcript,"May 26, 2022","May 1, 2022.",1,1,C.J. Muse,Evercore ISI -- Analyst,analyst,"-- Yes. Good afternoon. Thank you for taking the question. I guess would love to get an update on how you're thinking about the Gaming cycle from here. The business has essentially doubled over the last two years. And now we've got some crosswinds with crypto falling off, channel potentially clearing ahead of a new product cycle. You talked about macro challenges. But at the same time, only a third of the installed base has RTX and we're moving out from under supply. So we'd love to hear your thoughts from here once we get beyond kind of the challenges around COVID lockdown in the July quarter? How are you thinking about Gaming trends?",https://www.fool.com/earnings/call-transcripts/2022/05/26/nvidia-nvda-q1-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2023 Earnings Call Transcript,"May 26, 2022","May 1, 2022.",1,2,Jensen Huang,President and Chief Executive Officer,company,"-- Yes, C.J. Thanks for the question. You captured a lot of the dynamics well in your question. The underlying dynamics of the Gaming industry is really solid, net of the situation with COVID lockdown in China and Russia. The rest of the market is fairly robust and we expect the Gaming dynamics to be intact. The several things that are driving the Gaming the last two years alone, 100 million new gamers came into the PC industry. The format has expanded tremendously. And the ways that people are using their PCs to connect with friends, to be an influencer as a platform for themselves, use it for broadcast. So, many people are now using their home PCs as their second workstation, if you will, second studio. Because they're also working from home. It is our primary way of communicating these days. The need for GeForce PCs have never been greater. And so I think the fundamental dynamics are really good. And so as we look into the second half of the year, we look -- it's hard to predict exactly what -- when COVID and the war in Russia is going to be behind us. But nonetheless, the governing dynamics of the Gaming industry is great. Operator Next, we'll go to Matt Ramsay with Cowen. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/05/26/nvidia-nvda-q1-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2023 Earnings Call Transcript,"May 26, 2022","May 1, 2022.",1,3,Matt Ramsay,Cowen and Company -- Analyst,analyst,"-- Thank you very much. Good morning. Jensen, I wanted to ask a bit of a question on the Data Center business. In this upcoming cycle with H-100, there's some I/O upgrades that are happening in servers that I think are going to be a fairly strong driver for you in addition to what's going on with Hopper and the huge performance leaps that are there. I wanted to ask a longer-term question, though, around your move to NVLink with Grace and Hopper and what's going on with your whole portfolio. Do you envision the business continuing to be sort of card-driven attached to third-party servers, or do you think revenue shifts dramatically, or in a small way, over time, to be more sort of vertically integrated all of the chips together on NVLink? And how is the industry sort of responding to that potential move? Thanks.",https://www.fool.com/earnings/call-transcripts/2022/05/26/nvidia-nvda-q1-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2023 Earnings Call Transcript,"May 26, 2022","May 1, 2022.",1,4,Jensen Huang,President and Chief Executive Officer,company,"-- Yes. I appreciate the question. The -- let's see, the first point that you made is a very big point. The next generation of servers that are being teed up right now are all Gen 5. The I/O performance is substantially higher than what was available before. And so you're going to see a pretty large refresh as a result of that. Brand-new networking cards from our company and others. Gen 5, of course, drives new platform refresh. And so, we're perfectly timed to ramp into the Gen 5 generation with Hopper. There are a lot of different system configurations you want to make. If you take a step back and look at the type of systems that are necessary for data processing, scientific computing, machine learning and training, inference done in the cloud for hyperscale nature, done on-prem for enterprise computing, done at the edge. Each one of these workloads and deployment locations, the way that you manage would dictate a different system architecture. So there isn't one size that fits all, which is one of the reasons why it's so terrific that we support PCI Express that we innovated chip-to-chip interconnect for diverse -- before anybody else did, this is now some seven years ago, we're in our fourth generation of NVLink that allows us to connect two chips next to each other, two dies, two chips, two modules, two SXM modules to two systems to multiple systems. And so our coherent chip-to-chip link, NVLink has made it possible for us to mix and match chips, dies, packages, systems and all of these different types of configurations. And I think that, over time, you're going to see even more types of configurations. And the reason for that has to do with a couple of very important new type of data centers that are emerging. And you're starting to see that now with fairly large installations, infrastructures with NVIDIA, HPC and NVIDIA AI. These are really AI factories where you're processing the data, refining the data and turning that data into intelligence. These AI factories are essentially running one major workload and they're running at 24/7. Deep recommender systems is a good example of that. In the future, you're going to see large language models essentially becoming a platform themselves. That would be running 24/7, hosting a whole bunch of applications. And then on the other end, you're seeing data centers at the edge that are going to be robotics or autonomous data centers that are running 24/7. They are going to be running in factories and retail stores and warehouses, logistics warehouses, all over the world. So these two new types of data centers are just emerging, and they also have different architectures. So I think the net of it all is that our ability to support every single workload because we have a universal accelerator, running every single workload from data processing to data analytics to high-performance computing to training to inference that we can support Arm and x86 that we support PCI Express to Multisystem NVlink to multi-chip NVLink to multi-die NVLink, that capability for us is -- makes it possible for us to really be able to serve all of these different segments. With respect to vertical integration, I think that system integration, the better way to make me saying that is that system integration is going to come in all kinds of different ways. We're going to do semi-custom chips as we've done with many companies in the past, including Nintendo. We'll do semi-custom chiplets as we do with NVLink. NVLink is open to our partners. And they could bring it to any fab and connect it coherently into our chip. We could do multi module packages. We could do multi-package systems. So there's a lot of different ways to do system integration. Operator Next, we'll go to Stacy Rasgon with Bernstein Research. Your line is now open.",https://www.fool.com/earnings/call-transcripts/2022/05/26/nvidia-nvda-q1-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2023 Earnings Call Transcript,"May 26, 2022","May 1, 2022.",1,5,Stacy Rasgon,Bernstein Research -- Analyst,analyst,"-- Hi, guys. Thanks for taking my questions. I wanted to follow up on the sequential. So Colette, I know you said the $500 million was a $400 million hit to Gaming and a $100 million hit to data. So I'm assuming that -- that doesn't mean the Gaming is down $400 million. I mean it's Gaming -- do you see Gaming actually down more than the actual Russia and lockdown hit. And I guess just how do I think about the relative sequentials of the businesses in light of those constraints that you guys are facing?",https://www.fool.com/earnings/call-transcripts/2022/05/26/nvidia-nvda-q1-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2023 Earnings Call Transcript,"May 26, 2022","May 1, 2022.",1,6,Colette Kress,Executive Vice President and Chief Financial Officer,company,"-- Sure. Let me start first with what does that mean to Gaming. What does that mean to Gaming for Q2? We do expect Gaming to decline into Q2. We still believe our end demand remains very strong. Ampere has just been a great architecture, and there's many areas where we continue to see strength and growth in both our sell-through and probably what we will see added into that channel as well. But in total, Q2 Gaming will decline from last quarter from Q1 that it will probably decline in the teens. As we try and work through some of these lockdowns in China, which are holding us up. So overall, the demand for Gaming is still strong. We still expect end demand to grow year over year in Q2. Operator Next, we'll go to Mark Lipacis with Jefferies. Your line is open.",https://www.fool.com/earnings/call-transcripts/2022/05/26/nvidia-nvda-q1-2023-earnings-call-transcript/
